Timestamp,Age Group,Gender,Preferred Tool,Satisfaction (1-5),Feedback,Date,Feedback Length
2024-04-15 03:41:00,25-34,Female,Power Bi,5,Great tool very useful,2024-04-15,22
2024-04-07 00:16:00,45+,Other,Tableau,5,Very helpful for analysis,2024-04-07,25
2024-04-12 07:26:00,35-44,Other,Excel,1,Interface is good,2024-04-12,17
2024-04-22 16:17:00,18-24,Other,Tableau,5,Great tool very useful,2024-04-22,22
2024-04-04 11:18:00,25-34,Female,Power Bi,3,Could add more charts,2024-04-04,21
2024-04-21 13:18:00,35-44,Female,Excel,1,Makes analysis simple,2024-04-21,21
2024-05-10 22:44:00,45+,Female,Tableau,5,Good but needs more features,2024-05-10,28
2024-04-04 04:34:00,35-44,Other,R,4,Great tool very useful,2024-04-04,22
2024-04-06 04:39:00,45+,Female,Power Bi,5,Very easy to use,2024-04-06,16
2024-05-10 14:41:00,25-34,Other,Python,2,Great tool very useful,2024-05-10,22
2024-04-13 07:08:00,35-44,Male,Excel,4,Helpful for beginners,2024-04-13,21
2024-05-10 22:07:00,18-24,Female,R,4,Interface is good,2024-05-10,17
2024-04-09 09:34:00,35-44,Other,Python,1,Helpful for beginners,2024-04-09,21
2024-05-07 04:23:00,25-34,Male,Python,2,Interface is good,2024-05-07,17
2024-04-09 04:45:00,25-34,Female,R,1,Fast and reliable,2024-04-09,17
2024-05-11 09:45:00,25-34,Other,R,5,Very intuitive dashboard,2024-05-11,24
2024-04-20 14:15:00,45+,Male,Excel,2,Helpful for beginners,2024-04-20,21
2024-04-20 08:10:00,45+,Other,Python,3,Needs improvement,2024-04-20,17
2024-04-26 09:24:00,35-44,Female,Python,4,Very easy to use,2024-04-26,16
2024-04-16 17:49:00,18-24,Male,Power Bi,2,Very easy to use,2024-04-16,16
2024-04-18 18:09:00,45+,Other,Power Bi,4,Interface is good,2024-04-18,17
2024-05-01 03:54:00,25-34,Male,Python,2,Very easy to use,2024-05-01,16
2024-05-12 23:37:00,25-34,Other,Excel,5,Good but needs more features,2024-05-12,28
2024-04-22 17:19:00,45+,Female,Python,2,Needs improvement,2024-04-22,17
2024-05-07 04:01:00,45+,Male,Tableau,2,Very intuitive dashboard,2024-05-07,24
2024-05-11 05:09:00,35-44,Female,Python,3,Very intuitive dashboard,2024-05-11,24
2024-05-11 04:30:00,25-34,Male,Python,4,Interface is good,2024-05-11,17
2024-05-07 16:01:00,18-24,Other,Python,2,Very easy to use,2024-05-07,16
2024-04-08 04:38:00,35-44,Female,Excel,1,Needs improvement,2024-04-08,17
2024-04-28 05:35:00,18-24,Other,Python,3,Interface is good,2024-04-28,17
2024-04-13 17:30:00,35-44,Male,Python,5,Could add more charts,2024-04-13,21
2024-04-20 13:08:00,18-24,Other,Excel,4,Needs improvement,2024-04-20,17
2024-05-02 12:24:00,45+,Other,Tableau,1,Very helpful for analysis,2024-05-02,25
2024-04-23 07:34:00,25-34,Male,Excel,2,Could be faster,2024-04-23,15
2024-05-03 15:31:00,45+,Female,Tableau,5,Needs improvement,2024-05-03,17
2024-05-02 17:07:00,25-34,Female,Power Bi,5,Needs improvement,2024-05-02,17
2024-04-13 04:11:00,25-34,Male,Tableau,3,Very easy to use,2024-04-13,16
2024-04-16 12:38:00,18-24,Other,Tableau,3,Could add more charts,2024-04-16,21
2024-04-18 12:12:00,25-34,Other,Tableau,5,Good but needs more features,2024-04-18,28
2024-04-03 15:20:00,35-44,Female,Python,3,Good but needs more features,2024-04-03,28
2024-05-08 03:22:00,35-44,Other,Power Bi,4,Very easy to use,2024-05-08,16
2024-05-10 05:14:00,45+,Female,R,4,Could add more charts,2024-05-10,21
2024-05-08 00:09:00,25-34,Male,Power Bi,3,Helpful for beginners,2024-05-08,21
2024-04-28 21:33:00,35-44,Male,Tableau,1,Very easy to use,2024-04-28,16
2024-04-16 01:24:00,35-44,Female,R,4,Very helpful for analysis,2024-04-16,25
2024-05-03 13:37:00,18-24,Female,Excel,3,Fast and reliable,2024-05-03,17
2024-04-12 03:18:00,45+,Male,Tableau,3,Good but needs more features,2024-04-12,28
2024-04-09 14:27:00,18-24,Male,Power Bi,1,Could add more charts,2024-04-09,21
2024-04-19 05:30:00,18-24,Female,R,5,Makes analysis simple,2024-04-19,21
2024-05-01 21:22:00,45+,Male,Python,5,Very easy to use,2024-05-01,16
2024-04-12 08:47:00,35-44,Male,Tableau,3,Needs improvement,2024-04-12,17
2024-04-19 06:47:00,18-24,Male,Tableau,2,Very helpful for analysis,2024-04-19,25
2024-05-09 11:26:00,25-34,Female,Python,3,Amazing analytics,2024-05-09,17
2024-04-28 18:02:00,45+,Male,R,3,Amazing analytics,2024-04-28,17
2024-04-07 22:00:00,45+,Male,Tableau,2,Great tool very useful,2024-04-07,22
2024-05-12 12:09:00,18-24,Female,Excel,4,Very helpful for analysis,2024-05-12,25
2024-04-23 13:24:00,35-44,Female,Excel,3,Great tool very useful,2024-04-23,22
2024-05-10 09:29:00,45+,Other,R,5,Could add more charts,2024-05-10,21
2024-05-11 10:12:00,25-34,Male,R,2,Very intuitive dashboard,2024-05-11,24
2024-04-30 13:33:00,45+,Female,Excel,1,Excellent experience,2024-04-30,20
2024-04-26 17:54:00,45+,Female,Tableau,3,Very intuitive dashboard,2024-04-26,24
2024-04-13 14:55:00,18-24,Male,Excel,3,Loved the visualization,2024-04-13,23
2024-04-05 18:46:00,25-34,Female,Excel,1,Very easy to use,2024-04-05,16
2024-04-08 11:13:00,25-34,Male,Python,3,Very easy to use,2024-04-08,16
2024-04-28 08:53:00,18-24,Female,Power Bi,4,Amazing analytics,2024-04-28,17
2024-05-08 18:57:00,45+,Female,Python,5,Makes analysis simple,2024-05-08,21
2024-04-11 01:38:00,35-44,Male,Tableau,5,Could add more charts,2024-04-11,21
2024-04-16 21:28:00,25-34,Male,Tableau,1,Makes analysis simple,2024-04-16,21
2024-04-15 15:20:00,35-44,Female,R,5,Fast and reliable,2024-04-15,17
2024-04-11 23:58:00,45+,Male,R,3,Makes analysis simple,2024-04-11,21
2024-05-08 06:03:00,18-24,Other,Tableau,5,Very easy to use,2024-05-08,16
2024-05-06 06:37:00,25-34,Male,Tableau,1,Very intuitive dashboard,2024-05-06,24
2024-04-19 01:32:00,18-24,Other,Power Bi,3,Needs improvement,2024-04-19,17
2024-05-05 00:14:00,25-34,Other,Power Bi,5,Makes analysis simple,2024-05-05,21
2024-05-04 20:08:00,18-24,Female,Tableau,3,Amazing analytics,2024-05-04,17
2024-05-01 07:40:00,45+,Female,Python,3,Makes analysis simple,2024-05-01,21
2024-04-13 21:44:00,25-34,Female,Python,3,Could add more charts,2024-04-13,21
2024-04-24 16:26:00,45+,Other,Python,2,Great tool very useful,2024-04-24,22
2024-05-12 19:18:00,18-24,Other,Excel,5,Fast and reliable,2024-05-12,17
2024-04-24 20:40:00,35-44,Female,Excel,5,Could add more charts,2024-04-24,21
2024-04-15 03:09:00,25-34,Female,Excel,3,Very easy to use,2024-04-15,16
2024-05-12 04:02:00,45+,Other,R,2,Loved the visualization,2024-05-12,23
2024-04-11 12:23:00,45+,Female,Tableau,4,Very helpful for analysis,2024-04-11,25
2024-05-10 11:15:00,18-24,Other,Tableau,1,Needs improvement,2024-05-10,17
2024-04-30 19:50:00,25-34,Female,Tableau,3,Could add more charts,2024-04-30,21
2024-04-09 02:22:00,25-34,Other,Power Bi,3,Good but needs more features,2024-04-09,28
2024-04-03 21:36:00,45+,Other,R,3,Very easy to use,2024-04-03,16
2024-05-10 15:32:00,25-34,Other,Excel,1,Makes analysis simple,2024-05-10,21
2024-04-09 12:30:00,45+,Female,Excel,2,Loved the visualization,2024-04-09,23
2024-05-12 00:49:00,35-44,Female,Python,2,Could add more charts,2024-05-12,21
2024-05-08 03:53:00,45+,Female,Excel,4,Fast and reliable,2024-05-08,17
2024-04-20 07:20:00,45+,Male,Tableau,2,Excellent experience,2024-04-20,20
2024-05-11 18:33:00,18-24,Male,Power Bi,1,Great tool very useful,2024-05-11,22
2024-04-11 13:59:00,45+,Other,Python,4,Very helpful for analysis,2024-04-11,25
2024-05-12 00:23:00,45+,Other,Excel,5,Amazing analytics,2024-05-12,17
2024-04-24 09:45:00,35-44,Other,Tableau,5,Interface is good,2024-04-24,17
2024-04-23 03:02:00,25-34,Male,R,2,Makes analysis simple,2024-04-23,21
2024-05-05 04:36:00,25-34,Other,Tableau,5,Great tool very useful,2024-05-05,22
2024-05-09 21:12:00,45+,Other,Tableau,4,Very helpful for analysis,2024-05-09,25
2024-04-17 08:06:00,25-34,Other,Tableau,4,Makes analysis simple,2024-04-17,21
2024-04-16 01:22:00,35-44,Male,Excel,4,Helpful for beginners,2024-04-16,21
2024-04-19 03:25:00,18-24,Other,R,1,Could be faster,2024-04-19,15
2024-04-09 16:41:00,18-24,Female,Excel,5,Great tool very useful,2024-04-09,22
2024-04-28 18:56:00,35-44,Female,R,5,Very helpful for analysis,2024-04-28,25
2024-04-03 18:57:00,45+,Female,Excel,4,Loved the visualization,2024-04-03,23
2024-04-14 21:25:00,25-34,Female,Power Bi,4,Could be faster,2024-04-14,15
2024-04-05 13:44:00,18-24,Other,Tableau,2,Great tool very useful,2024-04-05,22
2024-04-15 07:39:00,35-44,Male,R,3,Very easy to use,2024-04-15,16
2024-04-08 23:57:00,25-34,Other,Excel,2,Interface is good,2024-04-08,17
2024-04-13 17:38:00,35-44,Female,Excel,3,Great tool very useful,2024-04-13,22
2024-04-18 06:49:00,18-24,Female,Power Bi,4,Interface is good,2024-04-18,17
2024-04-20 13:17:00,45+,Other,Python,1,Excellent experience,2024-04-20,20
2024-04-17 12:30:00,35-44,Other,Power Bi,3,Very intuitive dashboard,2024-04-17,24
2024-04-13 07:58:00,45+,Female,Tableau,5,Fast and reliable,2024-04-13,17
2024-04-29 20:14:00,45+,Male,Tableau,4,Great tool very useful,2024-04-29,22
2024-04-13 12:08:00,25-34,Female,Excel,2,Fast and reliable,2024-04-13,17
2024-04-28 19:47:00,45+,Male,Python,5,Loved the visualization,2024-04-28,23
2024-04-02 22:38:00,25-34,Male,R,4,Needs improvement,2024-04-02,17
2024-04-18 03:50:00,25-34,Other,Excel,2,Needs improvement,2024-04-18,17
2024-04-10 13:55:00,35-44,Male,Power Bi,3,Fast and reliable,2024-04-10,17
2024-04-03 18:35:00,18-24,Female,Excel,1,Makes analysis simple,2024-04-03,21
2024-04-11 20:39:00,45+,Other,Python,1,Very intuitive dashboard,2024-04-11,24
2024-04-15 13:45:00,18-24,Male,Power Bi,5,Amazing analytics,2024-04-15,17
2024-04-18 11:56:00,18-24,Other,R,4,Helpful for beginners,2024-04-18,21
2024-05-05 08:08:00,45+,Male,Python,5,Could add more charts,2024-05-05,21
2024-04-24 23:45:00,25-34,Male,Python,5,Great tool very useful,2024-04-24,22
2024-04-08 15:47:00,45+,Male,R,3,Very easy to use,2024-04-08,16
2024-05-06 08:15:00,45+,Other,Python,5,Great tool very useful,2024-05-06,22
2024-04-15 11:00:00,18-24,Female,Python,4,Good but needs more features,2024-04-15,28
2024-04-29 00:02:00,25-34,Other,R,1,Good but needs more features,2024-04-29,28
2024-04-06 06:52:00,35-44,Other,Excel,4,Interface is good,2024-04-06,17
2024-04-20 18:36:00,35-44,Male,Excel,4,Helpful for beginners,2024-04-20,21
2024-04-27 03:11:00,45+,Other,Power Bi,2,Excellent experience,2024-04-27,20
2024-04-17 11:43:00,45+,Other,R,3,Interface is good,2024-04-17,17
2024-04-13 05:00:00,35-44,Other,Tableau,3,Very helpful for analysis,2024-04-13,25
2024-04-11 05:58:00,45+,Other,Power Bi,4,Could add more charts,2024-04-11,21
2024-04-04 05:16:00,18-24,Other,Excel,2,Fast and reliable,2024-04-04,17
2024-04-05 00:16:00,18-24,Male,Excel,4,Great tool very useful,2024-04-05,22
2024-04-16 06:21:00,25-34,Male,Excel,3,Great tool very useful,2024-04-16,22
2024-05-02 08:15:00,25-34,Male,Tableau,3,Could add more charts,2024-05-02,21
2024-05-07 13:59:00,25-34,Other,Power Bi,2,Very helpful for analysis,2024-05-07,25
2024-04-29 23:59:00,18-24,Male,Tableau,3,Fast and reliable,2024-04-29,17
2024-04-18 22:09:00,45+,Other,Tableau,5,Very helpful for analysis,2024-04-18,25
2024-04-06 01:55:00,45+,Male,Excel,5,Helpful for beginners,2024-04-06,21
2024-04-28 22:52:00,35-44,Male,Excel,5,Needs improvement,2024-04-28,17
2024-04-29 23:30:00,45+,Male,Python,2,Great tool very useful,2024-04-29,22
2024-05-11 04:23:00,25-34,Female,R,3,Makes analysis simple,2024-05-11,21
2024-05-10 19:09:00,45+,Female,Python,1,Good but needs more features,2024-05-10,28
2024-05-06 05:22:00,35-44,Other,Tableau,5,Very helpful for analysis,2024-05-06,25
2024-05-02 02:16:00,45+,Other,Tableau,4,Loved the visualization,2024-05-02,23
2024-04-02 16:40:00,18-24,Other,Tableau,3,Very helpful for analysis,2024-04-02,25
2024-04-16 16:11:00,18-24,Other,Power Bi,4,Loved the visualization,2024-04-16,23
2024-04-03 15:46:00,45+,Other,Tableau,3,Good but needs more features,2024-04-03,28
2024-04-27 15:40:00,45+,Female,Power Bi,2,Very easy to use,2024-04-27,16
2024-04-20 01:35:00,35-44,Female,Python,1,Could add more charts,2024-04-20,21
2024-04-10 16:12:00,45+,Other,Tableau,5,Very easy to use,2024-04-10,16
2024-04-26 18:10:00,18-24,Male,Python,4,Helpful for beginners,2024-04-26,21
2024-04-24 20:54:00,35-44,Female,R,1,Great tool very useful,2024-04-24,22
2024-04-03 01:00:00,18-24,Male,Power Bi,4,Very easy to use,2024-04-03,16
2024-04-07 23:32:00,45+,Male,Tableau,5,Fast and reliable,2024-04-07,17
2024-04-12 21:24:00,25-34,Male,R,5,Fast and reliable,2024-04-12,17
2024-04-05 19:59:00,35-44,Other,Excel,1,Could add more charts,2024-04-05,21
2024-04-22 13:49:00,18-24,Female,Excel,5,Could be faster,2024-04-22,15
2024-04-20 10:25:00,35-44,Male,Python,4,Interface is good,2024-04-20,17
2024-04-28 08:53:00,25-34,Male,Excel,1,Very intuitive dashboard,2024-04-28,24
2024-05-06 13:16:00,45+,Male,Tableau,5,Needs improvement,2024-05-06,17
2024-05-09 17:22:00,45+,Female,Power Bi,5,Fast and reliable,2024-05-09,17
2024-05-12 01:19:00,45+,Male,Tableau,5,Helpful for beginners,2024-05-12,21
2024-04-08 13:47:00,25-34,Other,Tableau,5,Interface is good,2024-04-08,17
2024-05-02 16:31:00,25-34,Other,R,3,Could add more charts,2024-05-02,21
2024-05-06 21:25:00,45+,Male,Tableau,2,Needs improvement,2024-05-06,17
2024-04-20 12:47:00,45+,Other,Power Bi,3,Needs improvement,2024-04-20,17
2024-04-12 20:13:00,25-34,Other,Python,3,Could be faster,2024-04-12,15
2024-04-26 15:22:00,18-24,Male,Tableau,4,Very easy to use,2024-04-26,16
2024-04-18 11:59:00,18-24,Female,Power Bi,4,Interface is good,2024-04-18,17
2024-04-19 19:27:00,25-34,Female,Excel,4,Great tool very useful,2024-04-19,22
2024-04-05 17:53:00,18-24,Female,R,5,Makes analysis simple,2024-04-05,21
2024-05-03 04:28:00,18-24,Other,R,1,Amazing analytics,2024-05-03,17
2024-05-11 12:13:00,25-34,Male,Excel,5,Makes analysis simple,2024-05-11,21
2024-04-29 08:56:00,25-34,Female,Python,3,Good but needs more features,2024-04-29,28
2024-05-05 00:36:00,18-24,Male,R,1,Interface is good,2024-05-05,17
2024-04-17 07:04:00,35-44,Female,Power Bi,2,Interface is good,2024-04-17,17
2024-04-08 06:29:00,45+,Male,Excel,3,Could add more charts,2024-04-08,21
2024-05-10 21:14:00,35-44,Other,Excel,2,Interface is good,2024-05-10,17
2024-04-20 16:11:00,35-44,Other,Power Bi,1,Fast and reliable,2024-04-20,17
2024-05-04 08:38:00,25-34,Female,R,2,Amazing analytics,2024-05-04,17
2024-05-02 12:27:00,18-24,Female,Tableau,2,Fast and reliable,2024-05-02,17
2024-04-27 09:46:00,45+,Other,Tableau,5,Great tool very useful,2024-04-27,22
2024-05-06 08:16:00,25-34,Female,Python,2,Could add more charts,2024-05-06,21
2024-04-30 05:35:00,25-34,Female,Python,1,Needs improvement,2024-04-30,17
2024-04-17 15:29:00,25-34,Male,Tableau,1,Amazing analytics,2024-04-17,17
2024-05-07 17:16:00,18-24,Male,Power Bi,2,Very intuitive dashboard,2024-05-07,24
2024-05-04 00:27:00,25-34,Female,Python,3,Fast and reliable,2024-05-04,17
2024-05-09 23:49:00,25-34,Other,R,2,Needs improvement,2024-05-09,17
2024-05-02 08:21:00,18-24,Female,Tableau,3,Fast and reliable,2024-05-02,17
2024-04-17 13:15:00,35-44,Other,R,5,Excellent experience,2024-04-17,20
2024-04-28 18:13:00,18-24,Other,Power Bi,2,Very easy to use,2024-04-28,16
2024-04-15 09:40:00,45+,Other,Tableau,4,Helpful for beginners,2024-04-15,21
2024-05-07 02:57:00,45+,Female,Tableau,5,Very intuitive dashboard,2024-05-07,24
2024-05-03 03:24:00,45+,Male,Python,4,Great tool very useful,2024-05-03,22
2024-05-06 02:08:00,35-44,Female,Python,4,Helpful for beginners,2024-05-06,21
2024-04-11 03:00:00,35-44,Other,Tableau,4,Very intuitive dashboard,2024-04-11,24
2024-04-18 22:20:00,18-24,Other,Excel,4,Could be faster,2024-04-18,15
2024-04-16 18:40:00,35-44,Male,Power Bi,2,Fast and reliable,2024-04-16,17
2024-04-16 20:41:00,45+,Female,Power Bi,2,Very helpful for analysis,2024-04-16,25
2024-05-04 02:43:00,35-44,Female,R,5,Good but needs more features,2024-05-04,28
2024-04-28 13:25:00,18-24,Other,Python,5,Interface is good,2024-04-28,17
2024-05-04 03:43:00,25-34,Female,R,3,Could be faster,2024-05-04,15
2024-04-12 23:25:00,35-44,Male,Python,2,Could add more charts,2024-04-12,21
2024-04-25 19:48:00,45+,Other,Power Bi,3,Interface is good,2024-04-25,17
2024-05-11 08:26:00,25-34,Female,Power Bi,3,Loved the visualization,2024-05-11,23
2024-04-15 05:41:00,25-34,Male,Tableau,2,Very easy to use,2024-04-15,16
2024-04-01 16:55:00,25-34,Male,Excel,3,Great tool very useful,2024-04-01,22
2024-04-20 13:43:00,45+,Male,Power Bi,4,Could add more charts,2024-04-20,21
2024-04-18 01:03:00,25-34,Other,R,5,Makes analysis simple,2024-04-18,21
2024-04-16 02:09:00,25-34,Male,R,5,Very intuitive dashboard,2024-04-16,24
2024-04-18 07:21:00,18-24,Other,Excel,4,Fast and reliable,2024-04-18,17
2024-04-08 10:08:00,18-24,Male,Tableau,3,Very easy to use,2024-04-08,16
2024-04-29 00:19:00,45+,Other,Tableau,3,Could be faster,2024-04-29,15
2024-04-20 07:12:00,25-34,Female,Excel,2,Very intuitive dashboard,2024-04-20,24
2024-04-24 20:23:00,45+,Other,Python,3,Good but needs more features,2024-04-24,28
2024-04-16 09:22:00,45+,Female,Python,3,Very easy to use,2024-04-16,16
2024-05-05 20:28:00,25-34,Other,Power Bi,1,Helpful for beginners,2024-05-05,21
2024-04-19 13:02:00,35-44,Male,Power Bi,1,Interface is good,2024-04-19,17
2024-05-12 15:12:00,18-24,Male,R,1,Excellent experience,2024-05-12,20
2024-04-04 16:02:00,18-24,Female,Tableau,4,Excellent experience,2024-04-04,20
2024-04-21 05:27:00,18-24,Female,Excel,1,Makes analysis simple,2024-04-21,21
2024-05-09 02:25:00,18-24,Female,Tableau,3,Makes analysis simple,2024-05-09,21
2024-04-04 01:25:00,18-24,Female,Power Bi,2,Very easy to use,2024-04-04,16
2024-04-08 23:02:00,45+,Female,Python,4,Very helpful for analysis,2024-04-08,25
2024-04-26 05:58:00,35-44,Male,R,5,Loved the visualization,2024-04-26,23
2024-04-18 01:03:00,25-34,Female,R,4,Great tool very useful,2024-04-18,22
2024-05-01 15:25:00,45+,Other,R,5,Great tool very useful,2024-05-01,22
2024-05-04 23:53:00,25-34,Female,Python,4,Very helpful for analysis,2024-05-04,25
2024-05-07 11:07:00,35-44,Female,Tableau,4,Fast and reliable,2024-05-07,17
2024-04-11 09:23:00,18-24,Other,Power Bi,4,Needs improvement,2024-04-11,17
2024-04-14 03:54:00,35-44,Other,Power Bi,1,Could add more charts,2024-04-14,21
2024-05-08 13:32:00,18-24,Male,Python,4,Good but needs more features,2024-05-08,28
2024-04-15 05:52:00,25-34,Other,Excel,1,Fast and reliable,2024-04-15,17
2024-04-10 05:50:00,25-34,Other,R,1,Loved the visualization,2024-04-10,23
2024-04-07 13:41:00,18-24,Male,Tableau,5,Very helpful for analysis,2024-04-07,25
2024-04-07 14:06:00,45+,Other,Power Bi,4,Could be faster,2024-04-07,15
2024-05-08 05:08:00,25-34,Other,R,3,Excellent experience,2024-05-08,20
2024-04-01 20:05:00,18-24,Other,Excel,5,Very helpful for analysis,2024-04-01,25
2024-05-10 23:18:00,25-34,Other,Power Bi,5,Very helpful for analysis,2024-05-10,25
2024-05-11 04:08:00,18-24,Female,Python,3,Good but needs more features,2024-05-11,28
2024-04-18 05:58:00,25-34,Female,R,1,Interface is good,2024-04-18,17
2024-05-11 21:34:00,35-44,Male,Power Bi,2,Makes analysis simple,2024-05-11,21
2024-04-08 05:40:00,35-44,Male,Excel,3,Could add more charts,2024-04-08,21
2024-05-03 12:38:00,45+,Male,R,2,Could add more charts,2024-05-03,21
2024-04-20 06:01:00,25-34,Male,R,5,Could be faster,2024-04-20,15
2024-04-05 09:31:00,35-44,Female,R,4,Could add more charts,2024-04-05,21
2024-05-04 21:40:00,45+,Other,Excel,3,Very easy to use,2024-05-04,16
2024-04-08 20:05:00,45+,Male,Excel,1,Great tool very useful,2024-04-08,22
2024-05-11 12:00:00,35-44,Male,Python,4,Interface is good,2024-05-11,17
2024-04-10 09:05:00,18-24,Other,Excel,4,Interface is good,2024-04-10,17
2024-04-24 05:35:00,45+,Female,Excel,5,Needs improvement,2024-04-24,17
2024-05-03 13:41:00,18-24,Male,Power Bi,4,Helpful for beginners,2024-05-03,21
2024-04-23 23:42:00,18-24,Male,Tableau,1,Amazing analytics,2024-04-23,17
2024-04-02 13:29:00,45+,Female,Tableau,2,Amazing analytics,2024-04-02,17
2024-05-10 23:57:00,25-34,Male,Power Bi,5,Good but needs more features,2024-05-10,28
2024-04-28 15:27:00,35-44,Other,R,4,Interface is good,2024-04-28,17
2024-04-26 18:38:00,18-24,Female,Power Bi,5,Needs improvement,2024-04-26,17
2024-04-10 23:22:00,45+,Male,Excel,1,Makes analysis simple,2024-04-10,21
2024-04-16 13:22:00,18-24,Female,R,3,Amazing analytics,2024-04-16,17
2024-04-23 17:19:00,25-34,Female,Python,1,Could be faster,2024-04-23,15
2024-04-18 00:51:00,25-34,Male,Excel,1,Good but needs more features,2024-04-18,28
2024-04-26 00:30:00,25-34,Female,Tableau,3,Could be faster,2024-04-26,15
2024-04-19 16:03:00,25-34,Male,Tableau,3,Fast and reliable,2024-04-19,17
2024-04-17 00:12:00,18-24,Male,Excel,2,Makes analysis simple,2024-04-17,21
2024-04-08 14:29:00,45+,Female,Power Bi,4,Could be faster,2024-04-08,15
2024-05-01 11:24:00,45+,Male,Tableau,2,Very intuitive dashboard,2024-05-01,24
2024-04-23 09:10:00,25-34,Other,Power Bi,2,Very intuitive dashboard,2024-04-23,24
2024-04-07 19:36:00,35-44,Female,Excel,5,Could be faster,2024-04-07,15
2024-04-24 00:06:00,45+,Male,Python,2,Good but needs more features,2024-04-24,28
2024-04-20 05:28:00,35-44,Male,R,1,Amazing analytics,2024-04-20,17
2024-04-21 09:37:00,25-34,Other,Excel,1,Makes analysis simple,2024-04-21,21
2024-04-10 16:40:00,35-44,Other,Python,1,Could add more charts,2024-04-10,21
2024-04-17 07:05:00,45+,Female,R,5,Very easy to use,2024-04-17,16
2024-05-12 15:58:00,45+,Male,Power Bi,5,Could be faster,2024-05-12,15
2024-05-01 07:18:00,45+,Female,Tableau,2,Loved the visualization,2024-05-01,23
2024-04-23 03:06:00,45+,Male,Python,4,Excellent experience,2024-04-23,20
2024-04-13 16:27:00,45+,Female,Python,5,Good but needs more features,2024-04-13,28
2024-05-03 06:53:00,35-44,Female,Python,2,Good but needs more features,2024-05-03,28
2024-05-10 13:39:00,45+,Male,Tableau,1,Excellent experience,2024-05-10,20
2024-04-19 01:37:00,35-44,Female,Python,4,Interface is good,2024-04-19,17
2024-05-07 21:23:00,25-34,Other,Python,1,Needs improvement,2024-05-07,17
2024-04-27 23:50:00,18-24,Female,Python,1,Amazing analytics,2024-04-27,17
2024-04-13 20:45:00,18-24,Other,Python,3,Good but needs more features,2024-04-13,28
2024-04-03 02:23:00,18-24,Other,Excel,4,Interface is good,2024-04-03,17
2024-05-09 18:26:00,45+,Female,R,4,Very easy to use,2024-05-09,16
2024-05-11 10:29:00,35-44,Male,Tableau,4,Could add more charts,2024-05-11,21
2024-05-02 04:02:00,45+,Other,Tableau,2,Loved the visualization,2024-05-02,23
2024-04-04 04:27:00,45+,Female,R,2,Fast and reliable,2024-04-04,17
2024-05-08 05:34:00,18-24,Male,Excel,4,Excellent experience,2024-05-08,20
2024-05-04 08:55:00,35-44,Female,Python,5,Very easy to use,2024-05-04,16
2024-05-09 22:47:00,25-34,Other,R,4,Very helpful for analysis,2024-05-09,25
2024-04-25 23:17:00,35-44,Female,Power Bi,5,Loved the visualization,2024-04-25,23
2024-04-03 20:44:00,35-44,Female,R,4,Loved the visualization,2024-04-03,23
2024-04-01 22:40:00,25-34,Male,Excel,3,Makes analysis simple,2024-04-01,21
2024-04-12 22:24:00,25-34,Male,Tableau,2,Could add more charts,2024-04-12,21
2024-04-20 16:48:00,35-44,Female,Tableau,4,Excellent experience,2024-04-20,20
2024-04-11 17:49:00,45+,Male,Excel,2,Needs improvement,2024-04-11,17
2024-05-03 18:29:00,18-24,Female,Python,2,Interface is good,2024-05-03,17
2024-05-03 22:46:00,18-24,Other,Python,5,Fast and reliable,2024-05-03,17
2024-04-30 13:56:00,35-44,Other,Excel,1,Could be faster,2024-04-30,15
2024-04-26 06:21:00,35-44,Male,Python,3,Helpful for beginners,2024-04-26,21
2024-05-12 10:09:00,18-24,Female,Excel,1,Very easy to use,2024-05-12,16
2024-05-08 05:59:00,18-24,Female,R,1,Interface is good,2024-05-08,17
2024-04-27 01:59:00,18-24,Male,Python,5,Could add more charts,2024-04-27,21
2024-04-14 15:35:00,35-44,Other,Python,2,Makes analysis simple,2024-04-14,21
2024-04-30 19:27:00,18-24,Male,Power Bi,2,Helpful for beginners,2024-04-30,21
2024-04-11 08:48:00,45+,Female,Tableau,4,Very easy to use,2024-04-11,16
2024-05-11 14:13:00,18-24,Other,Python,5,Needs improvement,2024-05-11,17
2024-04-17 17:17:00,18-24,Male,Python,1,Helpful for beginners,2024-04-17,21
2024-04-15 08:28:00,35-44,Female,Power Bi,3,Very helpful for analysis,2024-04-15,25
2024-05-03 04:58:00,45+,Other,Tableau,3,Very intuitive dashboard,2024-05-03,24
2024-04-06 15:31:00,45+,Female,Tableau,3,Very helpful for analysis,2024-04-06,25
2024-04-14 22:24:00,25-34,Other,Excel,1,Helpful for beginners,2024-04-14,21
2024-05-06 20:21:00,45+,Male,Excel,3,Very helpful for analysis,2024-05-06,25
2024-05-09 15:35:00,35-44,Male,R,2,Very intuitive dashboard,2024-05-09,24
2024-04-05 23:36:00,25-34,Male,R,5,Could add more charts,2024-04-05,21
2024-05-03 12:33:00,45+,Female,Excel,5,Makes analysis simple,2024-05-03,21
2024-04-15 06:51:00,35-44,Female,R,5,Excellent experience,2024-04-15,20
2024-05-08 09:03:00,25-34,Other,Tableau,1,Makes analysis simple,2024-05-08,21
2024-04-21 23:25:00,45+,Male,R,2,Could be faster,2024-04-21,15
2024-04-27 14:39:00,35-44,Female,R,2,Loved the visualization,2024-04-27,23
